"","date","text","id","link","retweets","likes","account","followers","like_ratio","retweet_ratio","interaction_ratio"
"48",2022-08-04 14:38:29,"The idea that being in a larger body is bad and being in a smaller body is good needs to change. 

Love this story @TeenVogue 😍✨👇
https://t.co/SMFm0Ynuyj","1555292111213367296","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2,22,"@Dove",187005,0.000117643913264351,1.06949012058501e-05,0.0540199459907489
"49",2022-08-04 10:08:06,"Real stomachs, real beauty, a real inspiration. 👏 

Thank you @selenagomez for creating a safe space on social media, and being a much-needed advocate for body positivity ✨

https://t.co/9mGt446JOb","1555224066520489986","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",3,23,"@Dove",187005,0.000122991363867276,1.60423518087752e-05,0.0540199459907489
"50",2022-08-03 12:51:26,"""It’s important that teens understand that their self-worth goes far beyond their physical appearance...and that they develop healthy online habits.""

Here are 3 ways to address the impact of social media on self-esteem 👇 (1/5)
https://t.co/HE6U2BBiKI","1554902780099321856","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2,13,"@Dove",187005,6.95168578380257e-05,1.06949012058501e-05,0.0540199459907489
"51",2022-08-02 08:20:21,"""..I'm learning to accept the new me, and that's still a beautiful human being,""

Thank you @thedanieb for shedding light on how societal pressures can make it hard for new moms to embrace their bodies ❤️ 👇
https://t.co/b8DB5FpBCe","1554472172587999233","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1,10,"@Dove",187005,5.34745060292506e-05,5.34745060292506e-06,0.0540199459907489
"52",2022-08-01 14:17:24,"Into podcasts lately? 👀🎙️ Us too.

Our current favorite is Let’s Change Beauty with @JessWeiner. We both believe in creating a world where we define beauty on our own terms. Give it a listen 👇","1554199639292788736","<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",2,8,"@Dove",187005,4.27796048234004e-05,1.06949012058501e-05,0.0540199459907489
"53",2022-08-01 08:04:45,"Another step closer 🙌

The time is now ❗❗ Contact your senators to #PassTheCROWN nationwide 👑
https://t.co/7ph0gwuGgN","1554105859818520576","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1,7,"@Dove",187005,3.74321542204754e-05,5.34745060292506e-06,0.0540199459907489
"54",2022-07-29 13:36:04,"RT @JessWeiner: Did you see @DennisNia and her incredible floor routine set to @Beyonce as she took the gymnastic world by storm?

I was be…","1553102074296025089","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",3,0,"@Dove",187005,0,1.60423518087752e-05,0.0540199459907489
"55",2022-07-28 15:05:22,"Massachusetts just signed #TheCROWNAct into state law 👏

Next up: Making hair discrimination illegal nationwide. Sign the petition to #PassTheCROWN in your state here 👇 (1/2)","1552762158781431816","<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",6,18,"@Dove",187005,9.6254110852651e-05,3.20847036175503e-05,0.0540199459907489
"56",2022-07-27 17:22:29,"Thank you Dre Brown x @jessweiner for shining light on the CROWN Act during this #LetsChangeBeauty episode 💗

It’s time to make hair discrimination illegal to create a more equitable and inclusive experience for Black women and girls.

Listen to the full episode 👇","1552434277429682178","<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",2,10,"@Dove",187005,5.34745060292506e-05,1.06949012058501e-05,0.0540199459907489
"57",2022-07-26 12:07:47,"TikTok's new tool allows you to customize your viewing preferences and filter out content you may not want to see👏

https://t.co/7jKbJWaiWP","1551992691885588480","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1,6,"@Dove",187005,3.20847036175503e-05,5.34745060292506e-06,0.0540199459907489
